244397592,76,244397593
244397593,76,244397592
244397593,22,244397594
244397594,22,244397593
244397594,20,244397595
244397595,20,244397594
244397595,60,244397596
244397596,60,244397595
244397596,105,244397598
244397598,105,244397596
244397598,29,244397599
244397599,29,244397598
244397599,20,244397600
244397600,20,244397599
244397600,22,244397602
244397602,22,244397600
244397602,64,244397603
244397603,64,244397602
244397603,21,244397604
244397604,21,244397603
244397604,154,244397606
244397606,154,244397604
244397606,20,302337305
302337305,20,244397606
302337305,18,244397607
244397607,18,302337305
244397607,139,244397611
244397611,139,244397607
244397611,23,244397612
244397612,23,244397611
244397612,27,244397613
244397613,27,244397612
(30372044,42,268794059)
(268794059,36,30372041)
30375869,96,30375871
30375871,96,30375869
30375871,93,30375873
30375873,93,30375871
30375873,61,30375877
30375877,61,30375873
(30372041,55,30372038)
(30372038,14,447588270)
(447588270,108,30372031)
(30372031,13,268794060)
(268794060,14,30372029)
(30372029,12,30372014)
(30372014,14,30372011)
(30372011,18,30372008)
(30372008,10,290037361)
(290037361,11,290037362)
(290037362,7,226205957)
(30372041,61,30376962)
(30376962,27,30376963)
(30376963,23,268794058)
(268794058,15,370951231)
(370951231,29,30376964)
(30376964,43,30372004)
30376965,58,30376966
30376966,58,30376965
30376966,60,30376967
30376967,60,30376966
30376967,47,30376968
30376968,47,30376967
30376968,33,30376969
30376969,33,30376968
30376969,67,30376970
30376970,67,30376969
30376970,15,244397094
244397094,15,30376970
(30376973,8,356950563)
(30377039,28,390828196)
(390828196,19,30377040)
(30377040,11,390828198)
(390828198,12,30377041)
(30377041,10,390828200)
(390828200,12,206267986)
(206267986,9,390828201)
(390828201,11,30377042)
(30377042,9,390828223)
(390828223,10,30377043)
(30377043,7,390828202)
(390828202,12,30377044)
(30377044,10,390828224)
(390828224,20,30377045)
30377051,78,30377058
30377058,78,30377051
30377058,33,30377060
30377060,33,30377058
30377060,8,390828233
390828233,8,30377060
390828233,12,206268552
206268552,12,390828233
206268552,11,390828232
390828232,11,206268552
390828232,15,30377062
30377062,15,390828232
30377062,84,30377064
30377064,84,30377062
30377064,54,30377066
30377066,54,30377064
(236130343,73,278209558)
(31349984,169,963335578)
(213635848,41,32063420)
(32063420,45,213634444)
(213634444,33,32063419)
(32063419,31,966735801)
(966735801,33,32063418)
(32063418,74,966735262)
(966735262,10,966737500)
(966737500,2,966737293)
(966737293,17,966736090)
(966736090,78,966736489)
(966736489,118,966735778)
(966735778,225,32063412)
(32063412,7,966737580)
(966737580,17,32063411)
(29782994,14,966737249)
(966737249,19,32063268)
(32063268,52,32063263)
(32063263,105,207484312)
(207484312,89,966735747)
(966735747,113,965424530)
(965424530,19,13822575)
(32063262,18,965424638)
(965424638,114,966735233)
(966735233,154,965424100)
(965424100,23,32063265)
(32063265,31,32063279)
(32063279,36,32063281)
(32063281,17,966735212)
(966735212,17,29782997)
(34802068,42,34802072)
(34802072,26,34802074)
(34802074,16,34802075)
(34802075,12,34802077)
(34802077,22,34802079)
(34802079,27,34802081)
(34802081,27,1086962465)
(1086962465,23,34802082)
(34802082,47,34802084)
(34802084,71,34802086)
(34805953,20,322038075)
(322038075,75,322038087)
(322038087,35,551552130)
(551552130,121,322038088)
(322038088,101,322038664)
(322038664,221,322038090)
(322038090,164,322061162)
(34802097,13,326899759)
(326899759,170,34802094)
(34802094,150,147784878)
(34802099,142,34802097)
34802139,50,34802141
34802141,50,34802139
34802141,72,34802142
34802142,72,34802141
34802142,79,34802144
34802144,79,34802142
34802144,29,452262681
452262681,29,34802144
452262681,75,452256053
452256053,75,452262681
452256053,89,34802145
34802145,89,452256053
34802145,60,34802147
34802147,60,34802145
34802147,204,34802149
34802149,204,34802147
34802149,13,34802150
34802150,13,34802149
34802150,26,34802151
34802151,26,34802150
34802151,95,34802152
34802152,95,34802151
34802152,94,34802154
34802154,94,34802152
34802154,6,451212875
451212875,6,34802154
451212875,6,451212873
451212873,6,451212875
451212873,7,451212872
451212872,7,451212873
451212872,8,451212870
451212870,8,451212872
451212870,15,451212869
451212869,15,451212870
451212869,16,451212866
451212866,16,451212869
451212866,23,34802156
34802156,23,451212866
34802156,14,34802157
34802157,14,34802156
34802157,12,34802159
34802159,12,34802157
(34802164,57,489855960)
(489855960,78,640252443)
(640252443,87,640252504)
(640252504,32,34802159)
34802159,107,34802161
34802161,107,34802159
34802161,88,640252496
640252496,88,34802161
640252496,17,640252479
640252479,17,640252496
640252479,31,643442338
643442338,31,640252479
643442338,32,640252432
640252432,32,643442338
640252432,31,643442364
643442364,31,640252432
643442364,31,643442390
643442390,31,643442364
643442390,18,489856023
489856023,18,643442390
489856023,30,967818306
967818306,30,489856023
967818306,28,34802162
34802162,28,967818306
34802164,19,34802168
34802168,19,34802164
34802168,55,34802169
34802169,55,34802168
34802169,19,34802171
34802171,19,34802169
34802171,14,34802173
34802173,14,34802171
34802173,25,34802174
34802174,25,34802173
34802174,8,34802176
34802176,8,34802174
34802176,13,34802178
34802178,13,34802176
34802178,13,34802180
34802180,13,34802178
34802180,13,34802181
34802181,13,34802180
34802181,21,34802183
34802183,21,34802181
34802183,14,34802184
34802184,14,34802183
34802184,10,34802186
34802186,10,34802184
34802186,4,34802188
34802188,4,34802186
34802188,3,34802190
34802190,3,34802188
34802190,3,452243323
452243323,3,34802190
452243323,3,452243324
452243324,3,452243323
452243324,2,452243325
452243325,2,452243324
452243325,4,452243326
452243326,4,452243325
452243326,8,452243327
452243327,8,452243326
452243327,18,452243328
452243328,18,452243327
452243328,39,452243329
452243329,39,452243328
452243329,65,452243330
452243330,65,452243329
452243330,49,452243331
452243331,49,452243330
452243331,29,452243332
452243332,29,452243331
452243332,50,452243338
452243338,50,452243332
452243338,16,452243333
452243333,16,452243338
452243333,13,452243334
452243334,13,452243333
452243334,7,616752843
616752843,7,452243334
616752843,22,452243335
452243335,22,616752843
452243335,5,616752845
616752845,5,452243335
616752845,37,616679753
616679753,37,616752845
616679753,31,452243336
452243336,31,616679753
(207446267,48,207446307)
(207446307,34,207446305)
(207446305,59,207460520)
(31349986,65,278516634)
(278516634,16,31349987)
(31349987,44,278074501)
(34806157,31,34806150)
(34806150,132,773635793)
(773635793,117,905154828)
(905154828,32,206369873)
(206368891,35,506889793)
(506889793,67,506889791)
(506889791,179,206355332)
(206355332,178,206369251)
(206369251,145,967037972)
(967037972,13,29782991)
(29782991,10,967037445)
(967037445,172,966737712)
(966737712,12,271131171)
(271131171,8,966735573)
(966735573,45,1012562509)
(1012562509,76,29782992)
(29782992,30,966734956)
(966734956,2,29782993)
(29782993,9,1030117383)
(1030117383,8,1030117393)
(1030117393,12,32063271)
(37828748,375,37828754)
(37828754,34,37828762)
258241338,36,365846471
365846471,36,258241338
(51972338,207,51974800)
(51974800,140,51974802)
(51974802,48,264718178)
(264718178,385,188666047)
(188666047,71,264718158)
(264718158,38,206344776)
(206344776,47,206344777)
(206344777,44,188666051)
(188666051,39,264718157)
(264718157,39,206344778)
(206344778,99,188666055)
(188666055,533,232722199)
(232722199,42,206344972)
(206344972,50,188666060)
(188666060,59,206344973)
(206344973,29,232722208)
(232722208,165,880228410)
(880228410,34,880228868)
(880228868,386,535162734)
(535162734,135,188666063)
(188666063,28,206345162)
(206345162,46,206345173)
(206345173,36,206345163)
(206345163,78,206345048)
(206345048,167,206345049)
(206345049,175,206345050)
(206345050,209,880228835)
(880228835,32,206344920)
(206344920,83,206344921)
(206344921,80,206344922)
(206344922,67,206344926)
(206344926,64,206344927)
(206344927,36,206344928)
(206344928,24,232722191)
(232722191,100,206344930)
(206344930,126,206344931)
(206344931,53,206344932)
(206344932,232,206344933)
(206344933,92,206344934)
(206344934,52,206344935)
(206344935,39,206344936)
(206344936,41,206344937)
(206344937,41,206344938)
(206344938,49,206344939)
(206344939,10,933717405)
(933717405,63,206344751)
(206344751,377,264718177)
(264718177,43,51975590)
(51975590,71,51975591)
(51975591,85,51975594)
(51975594,157,51975596)
(51975596,105,51975898)
(51975898,95,51975899)
(51975899,45,51975900)
(51975900,39,264718180)
(264718180,31,51975904)
(51975904,21,261737334)
(261737334,42,206344285)
(206344285,35,206344286)
(206344286,38,206344287)
(206344287,61,206344289)
(206344289,88,295583090)
(295583090,121,295583096)
(295583096,55,206344256)
(206344256,23,206344257)
(206344257,22,206344258)
(206344258,24,206344259)
(206344259,23,206344260)
(206344260,22,206343893)
(321472371,14,269494840)
(269494840,16,269494841)
(269494841,19,52014182)
(32063274,21,966735074)
(966735074,11,966736188)
(966736188,7,29782998)
(29782998,172,966734503)
(966734503,51,966735681)
(966735681,121,966735361)
(966735361,32,282877154)
(282877154,58,966736108)
(966736108,14,966737317)
(966737317,76,271132888)
(271132888,69,29782999)
(29782999,79,965423716)
(965423716,22,29783000)
(29783000,19,213636363)
(32067444,74,295583104)
(295583104,17,32067445)
(32067445,184,32067448)
29783009,143,32063294
32063294,143,29783009
32063294,17,326089696
326089696,17,32063294
326089696,17,769187348
769187348,17,326089696
769187348,14,32063296
32063296,14,769187348
32063296,16,326089697
326089697,16,32063296
326089697,27,32063297
32063297,27,326089697
32063297,29,326089700
326089700,29,32063297
326089700,26,32063299
32063299,26,326089700
32063299,31,682268911
682268911,31,32063299
682268911,52,32063300
32063300,52,682268911
32063300,139,32063302
32063302,139,32063300
32063302,155,682268997
682268997,155,32063302
(32067442,73,32067441)
(32067441,130,282673588)
(282673588,7,32067439)
32067448,96,32067449
32067449,96,32067448
32067449,71,32067450
32067450,71,32067449
(32067448,82,32067442)
(32067439,8,282686371)
(282686371,32,32067452)
(32067452,15,295583103)
(295583103,100,32067444)
26582156,19,295583073
295583073,19,26582156
295583073,16,295583098
295583098,16,295583073
(32067444,42,282686387)
(282686387,17,282673596)
(282673596,50,282679871)
(282679871,77,32067442)
32063262,7,777395553
777395553,7,32063262
777395553,13,13822575
13822575,13,777395553
13822575,15,777395552
777395552,15,13822575
777395552,147,282189298
282189298,147,777395552
282189298,37,13822576
13822576,37,282189298
13822576,127,13823473
13823473,127,13822576
13823473,54,13822577
13822577,54,13823473
29783009,61,323217317
323217317,61,29783009
323217317,61,323217318
323217318,61,323217317
323217318,95,769187415
769187415,95,323217318
769187415,16,769187414
769187414,16,769187415
769187414,8,32063290
32063290,8,769187414
(30372002,78,226205978)
(226205978,59,226205970)
(226205970,11,226205957)
(226228402,41,288711075)
(288711075,229,266695297)
(266695297,214,277931842)
(277931842,408,277931838)
(277931838,6,262210522)
(262210522,614,258234445)
(258234445,98,32122147)
(278196753,102,31349999)
32122186,107,32122167
32122167,107,32122186
32122167,85,251750483
251750483,85,32122167
251750483,59,278217725
278217725,59,251750483
32122178,60,278192364
278192364,60,32122178
278192364,66,278192365
278192365,66,278192364
278192365,79,1200446206
1200446206,79,278192365
(206226487,26,206226486)
(206226486,44,206225903)
(206225903,27,206226722)
(206226722,32,206226723)
(206226723,49,206226724)
(206226724,57,206226725)
(147784878,215,34802096)
(34802096,467,247098033)
(247098033,309,888409670)
(147784902,70,147784904)
(147784904,33,247097342)
(247097342,31,147784907)
(147784907,23,247097343)
(247097343,31,147784908)
(147784908,27,247097344)
(247097344,20,147784911)
(147784911,31,247097345)
(247097345,46,247097410)
(247097410,115,147784878)
262066288,14,152557365
152557365,14,262066288
152557365,368,264719839
264719839,368,152557365
264719839,96,152557370
152557370,96,264719839
(206225788,63,206225789)
(206225789,133,206225792)
(206225792,48,206225794)
(206225794,36,37828294)
(37828294,31,206225890)
(206225890,29,198206574)
(198206574,23,206225891)
(206225891,17,37828306)
(37828306,27,206225892)
(206225892,36,32122053)
(32122053,26,206225893)
(206225893,31,206225895)
(206225895,44,206225996)
(206225788,64,206225831)
(206225831,167,198210389)
(198210389,111,320009721)
(320009721,89,206225835)
(206225835,94,206225836)
(206225836,93,206225837)
(206226488,48,206226487)
(206226387,47,206226385)
(206226385,16,206226384)
(206226384,21,320009723)
(320009723,19,32122024)
(32122024,24,206226390)
(206226390,22,206226558)
(206226558,22,32122031)
(32122031,19,206226557)
(206226557,22,206226556)
(206226556,34,32122036)
(32122036,41,206226555)
(206226555,53,206226553)
(206226553,38,32122041)
(32122041,45,206226477)
(206226477,38,206226488)
(321887778,20,206226748)
(206225996,50,206225997)
(206225997,34,206225998)
(206225998,34,206225999)
(206226725,51,206226726)
(206226726,37,206226727)
(206226727,35,206225999)
(30377037,150,30377039)
(30377039,167,206227483)
(206227483,109,206268825)
(206268825,56,206227485)
(206227485,204,206227486)
(206227486,124,206227487)
(206227487,89,206227488)
(206227488,63,206227489)
(206227489,84,206227490)
(206227490,224,206226754)
(206226754,55,206226753)
(206226753,40,206226752)
(206226752,37,206226750)
(206226741,46,206226908)
(206226908,42,206226910)
(206226910,40,206226913)
(206226913,36,206226915)
(206226915,39,206226916)
(206226916,42,206226918)
(206226918,41,206226920)
(206226920,51,206226922)
(206226922,41,206226924)
(206226924,56,206226926)
(206226926,40,206226927)
(206226927,34,206226928)
(206226928,32,206226929)
(206226929,40,206226930)
(206226930,45,206226931)
(206226931,47,206226932)
(206226932,68,206226933)
(206226742,48,206226741)
(206226748,37,206227559)
(206227559,33,206227560)
(206227560,32,206227561)
(206227561,35,206227562)
(206227562,32,206227563)
(206227563,32,206227564)
(206227564,32,206227565)
(206227565,21,206227566)
(206227566,40,206227567)
206227969,140,206227970
206227970,140,206227969
206227970,38,206227971
206227971,38,206227970
206227971,45,206227972
206227972,45,206227971
206227972,39,206227973
206227973,39,206227972
206227973,30,206227974
206227974,30,206227973
206227974,30,206227975
206227975,30,206227974
206227975,26,206227976
206227976,26,206227975
206227976,33,206227977
206227977,33,206227976
206227977,46,206227978
206227978,46,206227977
206227978,36,206227980
206227980,36,206227978
206227980,36,206227982
206227982,36,206227980
206227982,35,206227984
206227984,35,206227982
206227984,29,542464668
542464668,29,206227984
(206226750,52,321887778)
206346429,133,264037410
264037410,133,206346429
206228550,63,206228552
206228552,63,206228550
206228552,19,206228553
206228553,19,206228552
206228553,17,206228554
206228554,17,206228553
206228554,18,206228555
206228555,18,206228554
206228555,34,206228556
206228556,34,206228555
206228556,37,319936691
319936691,37,206228556
319936691,26,206228557
206228557,26,319936691
206228557,12,319936656
319936656,12,206228557
319936656,73,206228558
206228558,73,319936656
206228558,52,206228559
206228559,52,206228558
206228559,36,206228560
206228560,36,206228559
206228560,32,206228561
206228561,32,206228560
206228561,42,206228562
206228562,42,206228561
206228562,43,206228563
206228563,43,206228562
206228563,13,434148844
434148844,13,206228563
434148844,22,206228564
206228564,22,434148844
206228564,30,206228565
206228565,30,206228564
206228565,28,206228566
206228566,28,206228565
206228566,39,206228567
206228567,39,206228566
206228567,57,206228568
206228568,57,206228567
206228568,36,206228569
206228569,36,206228568
206228569,28,206228570
206228570,28,206228569
206228570,31,206228571
206228571,31,206228570
206228571,31,206228572
206228572,31,206228571
206228572,19,206228573
206228573,19,206228572
206228573,14,206228574
206228574,14,206228573
206228574,30,206228575
206228575,30,206228574
206228575,99,897102347
897102347,99,206228575
(30377045,13,390828225)
(390828225,13,206268833)
(206268833,13,390829669)
(390829669,15,206268832)
(206268832,13,390829668)
(390829668,17,206268831)
(206268831,15,390829667)
(390829667,21,206268830)
(206268830,10,390829666)
(390829666,15,390828203)
(390828203,11,390829665)
(390829665,17,206268828)
(206268828,8,390829664)
(390829664,13,390828205)
(390828205,9,390829663)
(390829663,15,206268826)
(206268826,13,390829662)
(390829662,26,206268825)
(30371700,40,30371705)
(30371705,67,30371707)
(30377035,72,30377036)
(30377036,39,30377037)
(206227697,10,1086962549)
(1086962549,32,30377066)
30371659,6,390828240
390828240,6,30371659
390828240,5,1086962554
1086962554,5,390828240
1086962554,6,390828239
390828239,6,1086962554
390828239,7,206227747
206227747,7,390828239
206227747,4,390828241
390828241,4,206227747
390828241,8,390828238
390828238,8,390828241
390828238,8,206227697
206227697,8,390828238
206227697,10,30371665
30371665,10,206227697
30371665,5,390828237
390828237,5,30371665
390828237,5,206227698
206227698,5,390828237
206227698,4,390828236
390828236,4,206227698
390828236,8,30377070
30377070,8,390828236
30377070,3,390828235
390828235,3,30377070
390828235,7,206227699
206227699,7,390828235
206227699,6,390828234
390828234,6,206227699
390828234,7,30371659
30371659,7,390828234
(30377066,41,30371665)
30377045,33,30377046
30377046,33,30377045
30377046,27,390828231
390828231,27,30377046
390828231,27,30377047
30377047,27,390828231
30377047,11,390828230
390828230,11,30377047
390828230,15,206267979
206267979,15,390828230
206267979,16,390828194
390828194,16,206267979
390828194,17,206267980
206267980,17,390828194
206267980,11,390828226
390828226,11,206267980
390828226,13,30377049
30377049,13,390828226
30377049,10,390828227
390828227,10,30377049
390828227,11,206267981
206267981,11,390828227
206267981,8,390828228
390828228,8,206267981
390828228,11,30377050
30377050,11,390828228
30377050,8,390828229
390828229,8,30377050
390828229,10,30377051
30377051,10,390828229
(206269354,753,206224980)
(206224980,112,297495016)
(297495016,434,297495012)
(297495012,96,26582142)
(26582142,287,206224912)
206228535,39,206228536
206228536,39,206228535
206228536,17,206228537
206228537,17,206228536
206228537,10,206272230
206272230,10,206228537
206272230,11,206228538
206228538,11,206272230
206228538,18,206228539
206228539,18,206228538
206228539,133,206228541
206228541,133,206228539
206228541,48,206228542
206228542,48,206228541
206228542,30,206228543
206228543,30,206228542
206228543,22,206228544
206228544,22,206228543
206228544,48,206228545
206228545,48,206228544
206228545,55,206228546
206228546,55,206228545
206228546,103,262385345
262385345,103,206228546
262385345,229,262385346
262385346,229,262385345
262385346,28,897105910
897105910,28,262385346
897105910,44,206228550
206228550,44,897105910
206346501,13,264037413
264037413,13,206346501
264037413,41,264037421
264037421,41,264037413
(236161641,22,206346456)
(206346456,15,206346455)
(206346455,18,206346454)
(206346454,19,206346472)
(206346472,14,206346473)
(206346473,21,236101889)
(206346477,17,206346476)
(206346476,17,264037424)
(264037424,22,206346429)
206346477,8,206346478
206346478,8,206346477
206346478,13,206346479
206346479,13,206346478
206346479,17,206346480
206346480,17,206346479
206346480,15,206346481
206346481,15,206346480
206346481,27,206346454
206346454,27,206346481
(206346501,21,206346500)
(206346500,16,264037414)
(264037414,18,206346477)
(206346811,15,206346812)
(206346812,19,264037417)
(264037417,28,236164125)
(236164819,26,206346834)
(206346834,21,206346833)
(206346833,15,206346811)
206346839,41,264037416
264037416,41,206346839
264037416,16,206346841
206346841,16,264037416
206346841,17,206346843
206346843,17,206346841
206346843,14,206346844
206346844,14,206346843
206346844,19,206346811
206346811,19,206346844
(206346839,16,206347305)
(206347305,23,264037413)
264037411,12,206348059
206348059,12,264037411
206348059,40,206348041
206348041,40,206348059
206348041,12,206348042
206348042,12,206348041
206348042,17,206348043
206348043,17,206348042
206348043,15,206348046
206348046,15,206348043
206348046,16,206348047
206348047,16,206348046
206348047,13,206348048
206348048,13,206348047
206348048,13,206348049
206348049,13,206348048
(206348053,25,206348052)
(206348052,11,206348051)
(206348051,15,206348050)
(206348050,17,206348049)
(206348049,21,206348113)
(206348113,12,206348114)
(206348114,13,206348163)
(206348163,26,206348164)
(206343915,53,206345520)
(206345520,63,206345519)
(206345519,385,206345874)
(206345874,54,206348135)
(206348135,40,206348136)
(206348136,40,344400788)
(344400788,111,206348053)
(206348053,82,206348164)
(206348164,288,206348649)
(206348649,27,206348650)
(206348650,27,815569063)
(815569063,103,284540642)
(284540642,15,206348654)
(206348654,97,206348656)
(206348656,83,206348659)
(206348659,58,206348661)
(206348661,35,206348663)
(206348663,43,206348665)
(206348665,38,206348667)
(206348667,42,206348669)
(206348669,44,265551484)
(265551484,39,206348670)
(206348670,49,206348671)
(206348671,165,815569122)
(815569122,8,206348676)
(206348676,126,206348680)
(206348680,71,206348682)
(206348682,121,344400800)
(344400800,101,206348687)
(206348687,48,815569102)
(815569102,98,269660421)
(269660421,264,206348695)
(206348695,5,262007348)
(262007348,32,206348696)
(206348696,52,236164878)
262033359,12,262033365
262033365,12,262033359
262033365,30,262033367
262033367,30,262033365
262033367,10,262033368
262033368,10,262033367
262033368,11,262033370
262033370,11,262033368
262033370,17,285901244
285901244,17,262033370
284156647,268,206349442
206349442,268,284156647
206349442,138,206349444
206349444,138,206349442
206349645,43,206349803
206349803,43,206349645
206349803,48,206349805
206349805,48,206349803
206349805,15,206349806
206349806,15,206349805
206349806,13,206349807
206349807,13,206349806
206349807,82,206349809
206349809,82,206349807
206349809,33,206349810
206349810,33,206349809
206349810,17,206349811
206349811,17,206349810
206349811,12,290282126
290282126,12,206349811
290282126,6,206349812
206349812,6,290282126
206349542,98,206349645
206349645,98,206349542
206349645,111,206349580
206349580,111,206349645
206349580,106,206349582
206349582,106,206349580
206349580,43,206349869
206349869,43,206349580
206349869,15,290282125
290282125,15,206349869
290282125,46,290282121
290282121,46,290282125
290282121,49,206349870
206349870,49,290282121
206349870,108,206349872
206349872,108,206349870
206349872,76,206349428
206349428,76,206349872
206349872,57,206349954
206349954,57,206349872
206349803,13,206350010
206350010,13,206349803
206350010,20,206350011
206350011,20,206350010
206350011,15,206350012
206350012,15,206350011
206350012,21,206350013
206350013,21,206350012
206350013,54,206350015
206350015,54,206350013
206350015,63,206350017
206350017,63,206350015
926544235,16,926544237
926544237,16,926544235
926544237,31,926544239
926544239,31,926544237
926544239,27,206350292
206350292,27,926544239
206350292,39,206350293
206350293,39,206350292
206350293,43,206350294
206350294,43,206350293
206350294,37,206350295
206350295,37,206350294
206350295,43,206349155
206349155,43,206350295
(206350343,21,206350342)
(206350342,29,206350341)
(206350341,123,206350267)
262033447,20,206349433
206349433,20,262033447
206349433,72,206349432
206349432,72,206349433
206349432,78,206349431
206349431,78,206349432
206349431,9,284544744
284544744,9,206349431
284544744,14,206349430
206349430,14,284544744
206349430,23,275914859
275914859,23,206349430
275914859,26,206349429
206349429,26,275914859
206349429,92,206349428
206349428,92,206349429
206349428,110,206349426
206349426,110,206349428
206349426,32,290288071
290288071,32,206349426
290288071,7,206349542
206349542,7,290288071
206349542,30,206349425
206349425,30,206349542
206349425,38,206349424
206349424,38,206349425
206349424,34,206349423
206349423,34,206349424
206349423,19,290282086
290282086,19,206349423
290282086,17,206348654
206348654,17,290282086
206348654,33,236298647
236298647,33,206348654
(206350271,120,206350184)
32122103,125,206350413
206350413,125,32122103
206351363,68,206351364
206351364,68,206351363
206351364,15,1080043341
1080043341,15,206351364
206351226,19,206351227
206351227,19,206351226
206351227,44,206351228
206351228,44,206351227
206351228,10,206351424
206351424,10,206351228
206351424,245,344409123
344409123,245,206351424
344409123,99,206352951
206352951,99,344409123
206352951,114,206353486
206353486,114,206352951
206353486,85,206353487
206353487,85,206353486
206353487,44,206353488
206353488,44,206353487
206351424,67,206351481
206351481,67,206351424
206351481,55,206351482
206351482,55,206351481
206351482,82,206351483
206351483,82,206351482
206351483,51,206351484
206351484,51,206351483
206351484,15,206351485
206351485,15,206351484
206351485,38,206351486
206351486,38,206351485
206351486,29,337763258
337763258,29,206351486
337763258,111,206351488
206351488,111,337763258
206351488,80,206351489
206351489,80,206351488
206351958,91,206352026
206352026,91,206351958
206352026,24,206352027
206352027,24,206352026
206352027,39,206352028
206352028,39,206352027
206352028,144,206352030
206352030,144,206352028
206352030,20,206352031
206352031,20,206352030
206352278,155,206352279
206352279,155,206352278
206352279,33,206352280
206352280,33,206352279
206351424,48,206351947
206351947,48,206351424
206351947,66,206351948
206351948,66,206351947
206351948,45,206351949
206351949,45,206351948
206351949,37,206353403
206353403,37,206351949
206353403,109,206353146
206353146,109,206353403
206353146,50,206351952
206351952,50,206353146
206351952,30,264735112
264735112,30,206351952
264735112,21,206351953
206351953,21,264735112
206351953,36,206351955
206351955,36,206351953
206351955,43,206351956
206351956,43,206351955
206351956,39,206351958
206351958,39,206351956
206351792,363,206352275
206352275,363,206351792
206352532,176,1169808947
1169808947,176,206352532
1169808947,183,206352276
206352276,183,1169808947
206352276,211,355604226
355604226,211,206352276
(206351952,284,206352278)
206352969,95,206352951
206352951,95,206352969
(206352280,146,206352875)
206352951,45,206352952
206352952,45,206352951
206352952,56,287630698
287630698,56,206352952
287630698,29,1169808982
1169808982,29,287630698
1169808982,22,206352954
206352954,22,1169808982
206352954,20,206352955
206352955,20,206352954
206352955,30,206352956
206352956,30,206352955
206352956,50,206352957
206352957,50,206352956
206352957,49,206352958
206352958,49,206352957
206352958,24,206352280
206352280,24,206352958
206352280,27,206352848
206352848,27,206352280
206352848,47,206352849
206352849,47,206352848
206352849,31,206352850
206352850,31,206352849
206352850,60,206352851
206352851,60,206352850
206352851,30,206352853
206352853,30,206352851
206352853,41,206352854
206352854,41,206352853
206352955,192,206353004
206353004,192,206352955
206352956,315,206353025
206353025,315,206352956
206353025,29,206353309
206353309,29,206353025
206353309,73,206353325
206353325,73,206353309
206353065,26,206353066
206353066,26,206353065
206353066,179,1169808944
1169808944,179,206353066
1169808944,124,206352957
206352957,124,1169808944
206353065,85,206353091
206353091,85,206353065
